ID,pmid,Dataset,label
1748,2910899,tba,Not Relevant
1749,21970471,tba,Relevant
1750,2460616,tba,Not Relevant
1751,17704243,tba,Not Relevant
1752,23721584,tba,Not Relevant
1753,9200540,tba,Not Relevant
1754,30172209,tba,Not Relevant
1755,11554446,tba,Not Relevant
1756,3125448,tba,Not Relevant
1757,3949090,tba,Not Relevant
1758,2108979,tba,Not Relevant
1759,2235123,tba,Not Relevant
1760,26296069,tba,Not Relevant
1761,6788306,tba,Not Relevant
1762,25681744,tba,Not Relevant
1763,660529,tba,Not Relevant
1764,8308696,tba,Not Relevant
1765,24283396,tba,Relevant
1766,30849661,tba,Relevant
1767,25908834,tba,Not Relevant
1768,30536420,tba,Relevant
1769,11536917,tba,Not Relevant
1770,18797152,tba,Not Relevant
1771,2947935,tba,Relevant
1772,11334349,tba,Not Relevant
1773,8077690,tba,Not Relevant
1774,9648082,tba,Not Relevant
1775,11437980,tba,Relevant
1776,31131515,tba,Not Relevant
1777,9646062,tba,Relevant
1778,22525079,tba,Not Relevant
1779,8881659,tba,Not Relevant
1780,1286937,tba,Relevant
1781,4804792,tba,Not Relevant
1782,1518269,tba,Not Relevant
1783,27837664,tba,Not Relevant
1784,22665050,tba,Not Relevant
1785,2498268,tba,Relevant
1786,24283162,tba,Not Relevant
1787,11797510,tba,Not Relevant
1788,7931031,tba,Not Relevant
1789,23503988,tba,Not Relevant
1790,12583602,tba,Not Relevant
1791,18388870,tba,Not Relevant
1792,25190152,tba,Relevant
1793,7423735,tba,Not Relevant
1794,2200250,tba,Not Relevant
1795,22592987,tba,Not Relevant
1796,16836247,tba,Not Relevant
1797,20042053,tba,Not Relevant
1798,19933527,tba,Not Relevant
1799,30554015,tba,Not Relevant
1800,7578383,tba,Not Relevant
1801,28601765,tba,Not Relevant
1802,28961171,tba,Relevant
1803,2573205,tba,Not Relevant
1804,25956486,tba,Not Relevant
1805,12385714,tba,Not Relevant
1806,27501037,tba,Relevant
1807,22543452,tba,Not Relevant
1808,1933851,tba,Relevant
1809,4617567,tba,Not Relevant
1810,7570676,tba,Not Relevant
1811,10749317,tba,Not Relevant
1812,22442826,tba,Relevant
1813,27693181,tba,Not Relevant
1814,30394854,tba,Not Relevant
1815,16944127,tba,Not Relevant
1816,22994136,tba,Not Relevant
1817,14559103,tba,Not Relevant
1818,1982642,tba,Not Relevant
1819,7156868,tba,Not Relevant
1820,28040371,tba,Not Relevant
1821,18550245,tba,Relevant
1822,23466428,tba,Not Relevant
1823,25607590,tba,Not Relevant
1824,2318131,tba,Not Relevant
1825,17239426,tba,Not Relevant
1826,6954313,tba,Not Relevant
1827,15715596,tba,Not Relevant
1828,7304632,tba,Relevant
1829,27534937,tba,Not Relevant
1830,22842015,tba,Not Relevant
1831,15252778,tba,Not Relevant
1832,10611459,tba,Relevant
1833,1675048,tba,Not Relevant
1834,10828487,tba,Not Relevant
1835,2628587,tba,Not Relevant
1836,14718732,tba,Not Relevant
1837,25607708,tba,Not Relevant
1838,8363442,tba,Not Relevant
1839,620203,tba,Not Relevant
1840,20571610,tba,Not Relevant
1841,22943280,tba,Not Relevant
1842,15961594,tba,Not Relevant
1843,2715254,tba,Relevant
1844,23637119,tba,Not Relevant
1845,7486611,tba,Relevant
1846,10075954,tba,Not Relevant
1847,4456017,tba,Not Relevant
1848,7362229,tba,Relevant
1849,16730273,tba,Not Relevant
1850,12184788,tba,Relevant
1851,2652127,tba,Not Relevant
1852,12046948,tba,Not Relevant
1853,9810146,tba,Not Relevant
1854,31005745,tba,Not Relevant
1855,9766396,tba,Not Relevant
1856,22374456,tba,Not Relevant
1857,29304362,tba,Not Relevant
1858,18473296,tba,Not Relevant
1859,23354567,tba,Not Relevant
1860,7992319,tba,Not Relevant
1861,25474596,tba,Not Relevant
1862,28976319,tba,Not Relevant
1863,15123670,tba,Not Relevant
1864,2310203,tba,Not Relevant
1865,23421555,tba,Not Relevant
1866,27285778,tba,Not Relevant
1867,19088689,tba,Not Relevant
1868,18293616,tba,Relevant
1869,18609420,tba,Not Relevant
1870,19635962,tba,Relevant
1871,6684934,tba,Relevant
1872,11736878,tba,Relevant
1873,2233703,tba,Not Relevant
1874,12127523,tba,Relevant
1875,28042085,tba,Not Relevant
1876,26688135,tba,Not Relevant
1877,24089542,tba,Relevant
1878,15607718,tba,Not Relevant
1879,10564174,tba,Not Relevant
1880,1910576,tba,Not Relevant
1881,6829048,tba,Not Relevant
1882,1471769,tba,Not Relevant
1883,2139772,tba,Not Relevant
1884,29993278,tba,Not Relevant
1885,16837077,tba,Not Relevant
1886,10050082,tba,Not Relevant
1887,29880375,tba,Not Relevant
1888,10490874,tba,Not Relevant
1889,8546398,tba,Not Relevant
1890,1469617,tba,Not Relevant
1891,12822447,tba,Not Relevant
1892,23259441,tba,Not Relevant
1893,7430297,tba,Relevant
1894,25147393,tba,Not Relevant
1895,2170822,tba,Not Relevant
1896,8500773,tba,Not Relevant
1897,1682459,tba,Relevant
1898,2098643,tba,Not Relevant
1899,1595964,tba,Relevant
1900,27353701,tba,Not Relevant
1901,10375387,tba,Not Relevant
1902,9388711,tba,Not Relevant
1903,3709786,tba,Relevant
1904,3477178,tba,Not Relevant
1905,2295792,tba,Not Relevant
1906,2816721,tba,Not Relevant
1907,24346834,tba,Not Relevant
1908,6467175,tba,Not Relevant
1909,8653019,tba,Not Relevant
1910,8216669,tba,Not Relevant
1911,22437652,tba,Relevant
1912,2841320,tba,Not Relevant
1913,19181312,tba,Not Relevant
1914,2223431,tba,Relevant
1915,22471317,tba,Not Relevant
1916,24101508,tba,Relevant
1917,28385095,tba,Not Relevant
1918,5059037,tba,Not Relevant
1919,20398037,tba,Relevant
1920,4544969,tba,Not Relevant
1921,12020064,tba,Not Relevant
1922,25924917,tba,Not Relevant
1923,10965812,tba,Not Relevant
1924,21274882,tba,Relevant
1925,8891468,tba,Not Relevant
1926,1473872,tba,Not Relevant
1927,23512369,tba,Not Relevant
1928,30192754,tba,Not Relevant
1929,19147784,tba,Not Relevant
1930,25446426,tba,Not Relevant
1931,21434772,tba,Not Relevant
1932,15742553,tba,Not Relevant
1933,25231405,tba,Relevant
1934,3410156,tba,Not Relevant
1935,22268821,tba,Relevant
1936,24373858,tba,Not Relevant
1937,27117375,tba,Not Relevant
1938,8539070,tba,Not Relevant
1939,27093751,tba,Not Relevant
1940,17082877,tba,Relevant
1941,3668859,tba,Not Relevant
1942,6844647,tba,Not Relevant
1943,26936336,tba,Not Relevant
1944,129212,tba,Not Relevant
1945,26364849,tba,Not Relevant
1946,16899729,tba,Not Relevant
1947,4149919,tba,Not Relevant
1948,9241592,tba,Not Relevant
1949,11013130,tba,Not Relevant
1950,288932,tba,Relevant
1951,27832514,tba,Relevant
1952,9892089,tba,Not Relevant
1953,28472285,tba,Not Relevant
1954,19895114,tba,Not Relevant
1955,11920751,tba,Not Relevant
1956,16625581,tba,Not Relevant
1957,10601502,tba,Not Relevant
1958,19779035,tba,Not Relevant
1959,23704916,tba,Not Relevant
1960,10486308,tba,Not Relevant
1961,1512281,tba,Not Relevant
1962,20055096,tba,Not Relevant
1963,2015840,tba,Not Relevant
1964,521221,tba,Not Relevant
1965,23460034,tba,Relevant
1966,6773291,tba,Relevant
1967,28406546,tba,Not Relevant
1968,25636511,tba,Not Relevant
1969,27306849,tba,Not Relevant
1970,15763631,tba,Not Relevant
1971,14711790,tba,Not Relevant
1972,19623836,tba,Not Relevant
1973,19403950,tba,Not Relevant
1974,2444177,tba,Not Relevant
1975,18816299,tba,Not Relevant
1976,26937591,tba,Not Relevant
1977,25254638,tba,Not Relevant
1978,27499389,tba,Not Relevant
1979,8006217,tba,Not Relevant
1980,25783855,tba,Relevant
1981,18760927,tba,Not Relevant
1982,16305476,tba,Not Relevant
1983,1506072,tba,Relevant
1984,20205193,tba,Not Relevant
1985,734081,tba,Not Relevant
1986,12787127,tba,Not Relevant
1987,27161280,tba,Not Relevant
1988,3933822,tba,Not Relevant
1989,2917341,tba,Not Relevant
1990,10635598,tba,Not Relevant
1991,11243204,tba,Relevant
1992,6456008,tba,Relevant
1993,1438796,tba,Not Relevant
1994,2274630,tba,Not Relevant
1995,18840007,tba,Not Relevant
1996,2721225,tba,Not Relevant
1997,10625311,tba,Not Relevant
1998,29023867,tba,Relevant
1999,28974738,tba,Not Relevant
2000,3301901,tba,Not Relevant
2001,16417035,tba,Not Relevant
2002,8842345,tba,Relevant
2003,28074420,tba,Not Relevant
2004,8894464,tba,Not Relevant
2005,27886532,tba,Relevant
2006,10426701,tba,Not Relevant
2007,12297125,tba,Not Relevant
2008,17675256,tba,Not Relevant
2009,1820889,tba,Relevant
2010,26220913,tba,Not Relevant
2011,16412237,tba,Not Relevant
2012,26852854,tba,Not Relevant
2013,15471733,tba,Not Relevant
2014,17396619,tba,Not Relevant
2015,10751901,tba,Not Relevant
2016,25825484,tba,Not Relevant
2017,14604211,tba,Not Relevant
2018,11801808,tba,Not Relevant
2019,17298952,tba,Not Relevant
2020,8025332,tba,Not Relevant
2021,5013369,tba,Not Relevant
2022,26513528,tba,Not Relevant
2023,27821250,tba,Not Relevant
2024,27166429,tba,Not Relevant
2025,16885612,tba,Not Relevant
2026,29353821,tba,Relevant
2027,23681974,tba,Not Relevant
2028,17008586,tba,Not Relevant
2029,9510983,tba,Relevant
2030,28791550,tba,Not Relevant
2031,6791562,tba,Relevant
2032,3136948,tba,Not Relevant
2033,11428164,tba,Not Relevant
2034,42718,tba,Not Relevant
2035,430237,tba,Not Relevant
2036,4407679,tba,Not Relevant
2037,10576455,tba,Not Relevant
2038,24718918,tba,Not Relevant
2039,21543465,tba,Not Relevant
2040,11334283,tba,Not Relevant
2041,3972131,tba,Not Relevant
2042,18927314,tba,Relevant
2043,29415861,tba,Not Relevant
2044,10093920,tba,Not Relevant
2045,16391759,tba,Not Relevant
2046,12194022,tba,Not Relevant
2047,1599406,tba,Not Relevant
2048,30961123,tba,Relevant
2049,15522980,tba,Not Relevant
2050,9090709,tba,Not Relevant
2051,25570731,tba,Relevant
2052,10638392,tba,Relevant
2053,536469,tba,Not Relevant
2054,16910144,tba,Not Relevant
2055,22071000,tba,Not Relevant
2056,21473048,tba,Not Relevant
2057,10620320,tba,Not Relevant
2058,28441967,tba,Not Relevant
2059,25313022,tba,Relevant
2060,9867556,tba,Not Relevant
2061,22871975,tba,Not Relevant
2062,26026951,tba,Not Relevant
2063,26487917,tba,Not Relevant
2064,27329475,tba,Not Relevant
2065,15319802,tba,Not Relevant
2066,2752366,tba,Not Relevant
2067,10224860,tba,Not Relevant
2068,26919659,tba,Not Relevant
2069,17207854,tba,Not Relevant
2070,8437827,tba,Not Relevant
2071,25080080,tba,Not Relevant
2072,1749211,tba,Not Relevant
2073,12890006,tba,Relevant
2074,28601755,tba,Relevant
2075,6759105,tba,Not Relevant
2076,10028744,tba,Not Relevant
2077,15325918,tba,Not Relevant
2078,3738459,tba,Not Relevant
2079,25864370,tba,Not Relevant
2080,25222040,tba,Not Relevant
2081,18487659,tba,Not Relevant
2082,25737423,tba,Not Relevant
2083,3349389,tba,Relevant
2084,25536900,tba,Not Relevant
2085,18172612,tba,Not Relevant
2086,8089271,tba,Not Relevant
2087,11163983,tba,Not Relevant
2088,7988515,tba,Not Relevant
2089,19039248,tba,Not Relevant
2090,23888060,tba,Not Relevant
2091,565216,tba,Not Relevant
2092,28765600,tba,Not Relevant
2093,11150130,tba,Not Relevant
2094,23238784,tba,Not Relevant
2095,21626811,tba,Not Relevant
2096,1970777,tba,Not Relevant
2097,20811008,tba,Not Relevant
2098,31004823,tba,Not Relevant
2099,703012,tba,Not Relevant
2100,12597538,tba,Not Relevant
2101,3957489,tba,Relevant
2102,10511401,tba,Not Relevant
2103,29874005,tba,Not Relevant
2104,7480390,tba,Not Relevant
2105,98115,tba,Relevant
2106,4972215,tba,Not Relevant
2107,2658889,tba,Not Relevant
2108,7891680,tba,Not Relevant
2109,25944992,tba,Not Relevant
2110,5481998,tba,Not Relevant
2111,11456453,tba,Not Relevant
2112,9661541,tba,Not Relevant
2113,2680965,tba,Not Relevant
2114,24290851,tba,Not Relevant
2115,20424769,tba,Not Relevant
2116,24451027,tba,Not Relevant
2117,7836471,tba,Not Relevant
2118,28369613,tba,Not Relevant
2119,30218123,tba,Not Relevant
2120,24286216,tba,Relevant
2121,11433696,tba,Not Relevant
2122,26149228,tba,Not Relevant
2123,2012559,tba,Not Relevant
2124,20195579,tba,Not Relevant
2125,3237526,tba,Not Relevant
2126,23589173,tba,Not Relevant
2127,5762963,tba,Not Relevant
2128,17897801,tba,Not Relevant
2129,28989080,tba,Not Relevant
2130,12411808,tba,Relevant
2131,20957217,tba,Not Relevant
2132,16778721,tba,Not Relevant
2133,25966866,tba,Not Relevant
2134,3340084,tba,Not Relevant
2135,27349771,tba,Not Relevant
2136,22549977,tba,Not Relevant
2137,21822666,tba,Not Relevant
2138,3269608,tba,Not Relevant
2139,9112342,tba,Not Relevant
2140,12678408,tba,Not Relevant
2141,12383447,tba,Not Relevant
2142,23531079,tba,Not Relevant
2143,2360338,tba,Not Relevant
2144,17125532,tba,Not Relevant
2145,2352172,tba,Not Relevant
2146,19544367,tba,Not Relevant
2147,15104134,tba,Not Relevant
2148,28126271,tba,Not Relevant
2149,23958439,tba,Not Relevant
2150,15532067,tba,Relevant
2151,4027118,tba,Relevant
2152,9811441,tba,Relevant
2153,10025364,tba,Relevant
2154,7582656,tba,Not Relevant
2155,1319874,tba,Relevant
2156,2628212,tba,Not Relevant
2157,1783897,tba,Not Relevant
2158,28825794,tba,Not Relevant
2159,2258424,tba,Not Relevant
2160,2387751,tba,Not Relevant
2161,4020636,tba,Relevant
2162,4719397,tba,Not Relevant
2163,23079519,tba,Relevant
2164,3754100,tba,Not Relevant
2165,19911259,tba,Not Relevant
2166,23369636,tba,Not Relevant
2167,9004956,tba,Not Relevant
2168,12018005,tba,Not Relevant
2169,23035645,tba,Not Relevant
2170,6549267,tba,Not Relevant
2171,16978690,tba,Not Relevant
2172,1674889,tba,Relevant
2173,2499954,tba,Not Relevant
2174,10512526,tba,Not Relevant
2175,12069966,tba,Not Relevant
2176,26778711,tba,Not Relevant
2177,2279107,tba,Not Relevant
2178,24002097,tba,Relevant
2179,10501205,tba,Not Relevant
2180,16105568,tba,Not Relevant
2181,22377965,tba,Not Relevant
2182,17683175,tba,Not Relevant
2183,9192283,tba,Not Relevant
2184,2769308,tba,Not Relevant
2185,16125355,tba,Not Relevant
2186,379420,tba,Not Relevant
2187,29408757,tba,Not Relevant
2188,6149842,tba,Not Relevant
2189,11226143,tba,Not Relevant
2190,6000697,tba,Not Relevant
2191,8575639,tba,Not Relevant
2192,11903953,tba,Not Relevant
2193,8483800,tba,Not Relevant
2194,8911750,tba,Not Relevant
2195,6234387,tba,Relevant
2196,11390729,tba,Relevant
2197,25795051,tba,Not Relevant
2198,6206087,tba,Not Relevant
2199,24882155,tba,Not Relevant
2200,7878347,tba,Not Relevant
2201,5697814,tba,Not Relevant
2202,10604817,tba,Not Relevant
2203,3209794,tba,Not Relevant
2204,3366167,tba,Relevant
2205,11288911,tba,Not Relevant
2206,16528493,tba,Not Relevant
2207,817875,tba,Not Relevant
2208,6416625,tba,Not Relevant
2209,16344917,tba,Not Relevant
2210,10486187,tba,Relevant
2211,15893543,tba,Not Relevant
2212,23122301,tba,Not Relevant
2213,2575493,tba,Relevant
2214,6959116,tba,Not Relevant
2215,10464766,tba,Relevant
2216,27068636,tba,Not Relevant
2217,20123565,tba,Not Relevant
2218,11551116,tba,Not Relevant
2219,7105041,tba,Not Relevant
2220,25152289,tba,Not Relevant
2221,27556217,tba,Not Relevant
2222,12584249,tba,Not Relevant
2223,6906262,tba,Not Relevant
2224,22285524,tba,Not Relevant
2225,24329110,tba,Not Relevant
2226,10814712,tba,Not Relevant
2227,29693578,tba,Relevant
2228,22531233,tba,Not Relevant
2229,19203824,tba,Not Relevant
2230,3888431,tba,Not Relevant
2231,1827124,tba,Not Relevant
2232,18654207,tba,Not Relevant
2233,209739,tba,Not Relevant
2234,27734286,tba,Not Relevant
2235,9640281,tba,Not Relevant
2236,12642302,tba,Not Relevant
2237,3618775,tba,Not Relevant
2238,15591587,tba,Not Relevant
2239,26349527,tba,Not Relevant
2240,21751488,tba,Not Relevant
2241,8986061,tba,Not Relevant
2242,6768168,tba,Not Relevant
2243,23726788,tba,Not Relevant
2244,8852664,tba,Not Relevant
2245,27560019,tba,Not Relevant
2246,28350697,tba,Not Relevant
2247,28141813,tba,Relevant
2248,5832249,tba,Not Relevant
2249,4560865,tba,Not Relevant
2250,2795208,tba,Relevant
2251,1146275,tba,Not Relevant
2252,1839084,tba,Not Relevant
2253,6371583,tba,Not Relevant
2254,17311984,tba,Not Relevant
2255,19736932,tba,Relevant
2256,22116543,tba,Relevant
2257,15643550,tba,Relevant
2258,7112759,tba,Not Relevant
2259,26338001,tba,Not Relevant
2260,12738265,tba,Not Relevant
2261,6480923,tba,Not Relevant
2262,11036983,tba,Not Relevant
2263,2830204,tba,Not Relevant
2264,27736030,tba,Not Relevant
2265,15001711,tba,Not Relevant
2266,17604275,tba,Not Relevant
2267,2246677,tba,Not Relevant
2268,11817063,tba,Not Relevant
2269,6324123,tba,Not Relevant
2270,16846797,tba,Not Relevant
2271,10620470,tba,Not Relevant
2272,18370508,tba,Relevant
2273,6699200,tba,Not Relevant
2274,26474199,tba,Not Relevant
2275,26202187,tba,Not Relevant
2276,1332353,tba,Not Relevant
2277,9707499,tba,Not Relevant
2278,512321,tba,Not Relevant
2279,19855983,tba,Not Relevant
2280,18248425,tba,Not Relevant
2281,11375721,tba,Not Relevant
2282,7952097,tba,Not Relevant
2283,1130521,tba,Not Relevant
2284,7106988,tba,Relevant
2285,25695586,tba,Not Relevant
2286,14951450,tba,Not Relevant
2287,1782737,tba,Not Relevant
2288,25593342,tba,Not Relevant
2289,14760610,tba,Not Relevant
2290,5371202,tba,Not Relevant
2291,2781704,tba,Not Relevant
2292,19573733,tba,Not Relevant
2293,4378073,tba,Not Relevant
2294,10563310,tba,Not Relevant
2295,12810299,tba,Not Relevant
2296,3915154,tba,Not Relevant
2297,17537876,tba,Not Relevant
2298,24113673,tba,Not Relevant
2299,29096571,tba,Not Relevant
2300,12177769,tba,Not Relevant
2301,2329429,tba,Relevant
2302,25384117,tba,Relevant
2303,19962299,tba,Not Relevant
2304,29633270,tba,Not Relevant
2305,6283699,tba,Relevant
2306,7508204,tba,Not Relevant
2307,10512075,tba,Relevant
2308,9885302,tba,Relevant
2309,7840569,tba,Not Relevant
2310,12851049,tba,Not Relevant
2311,2892925,tba,Not Relevant
2312,26491012,tba,Relevant
2313,17719196,tba,Relevant
2314,7159316,tba,Not Relevant
2315,4151382,tba,Not Relevant
2316,2113749,tba,Not Relevant
2317,15669332,tba,Not Relevant
2318,18058046,tba,Not Relevant
2319,6421538,tba,Relevant
2320,2837834,tba,Not Relevant
2321,25073836,tba,Relevant
2322,20175526,tba,Not Relevant
2323,10667929,tba,Not Relevant
2324,12019626,tba,Not Relevant
2325,19783127,tba,Not Relevant
2326,130395,tba,Not Relevant
2327,21420284,tba,Not Relevant
2328,467631,tba,Not Relevant
2329,11711314,tba,Not Relevant
2330,1356330,tba,Not Relevant
2331,10845858,tba,Not Relevant
2332,6396052,tba,Not Relevant
2333,26992790,tba,Not Relevant
2334,30082554,tba,Relevant
2335,1826901,tba,Relevant
2336,15032249,tba,Not Relevant
2337,17374790,tba,Not Relevant
2338,23510368,tba,Not Relevant
2339,15979103,tba,Relevant
2340,20849319,tba,Not Relevant
2341,16777285,tba,Not Relevant
2342,12019874,tba,Not Relevant
2343,7207158,tba,Not Relevant
2344,11216526,tba,Not Relevant
2345,6491984,tba,Relevant
2346,21276042,tba,Relevant
2347,20351346,tba,Not Relevant
2348,18241888,tba,Not Relevant
2349,19555240,tba,Not Relevant
2350,17464745,tba,Not Relevant
2351,16713082,tba,Not Relevant
2352,30118378,tba,Not Relevant
2353,11359113,tba,Not Relevant
2354,15257305,tba,Not Relevant
2355,29281130,tba,Not Relevant
2356,8494382,tba,Relevant
2357,18848482,tba,Not Relevant
2358,1148050,tba,Not Relevant
2359,26752674,tba,Not Relevant
2360,2379173,tba,Relevant
2361,17143057,tba,Not Relevant
2362,8593490,tba,Relevant
2363,17722625,tba,Not Relevant
2364,2861054,tba,Not Relevant
2365,9815200,tba,Not Relevant
2366,10836296,tba,Not Relevant
2367,2122660,tba,Not Relevant
2368,369179,tba,Not Relevant
2369,18478192,tba,Relevant
2370,18486370,tba,Relevant
2371,7032901,tba,Not Relevant
2372,24648045,tba,Not Relevant
2373,22661887,tba,Not Relevant
2374,25533183,tba,Not Relevant
2375,17941730,tba,Not Relevant
2376,11557606,tba,Not Relevant
2377,1779667,tba,Not Relevant
2378,11420886,tba,Relevant
2379,163960,tba,Not Relevant
2380,6752461,tba,Relevant
2381,26352940,tba,Not Relevant
2382,19362776,tba,Not Relevant
2383,30627536,tba,Not Relevant
2384,1514187,tba,Not Relevant
2385,14978538,tba,Not Relevant
2386,7281778,tba,Not Relevant
2387,9816007,tba,Not Relevant
2388,18763369,tba,Not Relevant
2389,28933337,tba,Relevant
2390,19595589,tba,Not Relevant
2391,28728299,tba,Not Relevant
2392,8353099,tba,Relevant
2393,23206758,tba,Not Relevant
2394,5138435,tba,Not Relevant
2395,26184450,tba,Relevant
2396,7037118,tba,Not Relevant
2397,30908087,tba,Not Relevant
2398,10903894,tba,Not Relevant
2399,31471014,tba,Relevant
2400,17004737,tba,Not Relevant
2401,8859183,tba,Relevant
2402,8094762,tba,Not Relevant
2403,8588100,tba,Not Relevant
2404,6872137,tba,Not Relevant
2405,28093298,tba,Relevant
2406,6438979,tba,Not Relevant
2407,7004683,tba,Not Relevant
2408,19006470,tba,Relevant
2409,10097361,tba,Not Relevant
2410,12942852,tba,Relevant
2411,15739758,tba,Not Relevant
2412,16325997,tba,Not Relevant
2413,3166522,tba,Not Relevant
2414,27523997,tba,Not Relevant
2415,14749551,tba,Relevant
2416,19551499,tba,Not Relevant
2417,1678747,tba,Not Relevant
2418,29537855,tba,Relevant
2419,6380538,tba,Not Relevant
2420,8526730,tba,Not Relevant
2421,10910060,tba,Not Relevant
2422,24753234,tba,Not Relevant
2423,7712034,tba,Not Relevant
2424,4123373,tba,Not Relevant
2425,621578,tba,Not Relevant
2426,10494381,tba,Not Relevant
2427,7006804,tba,Not Relevant
2428,12902890,tba,Relevant
2429,19070269,tba,Not Relevant
2430,12750156,tba,Not Relevant
2431,28662343,tba,Relevant
2432,3384820,tba,Not Relevant
2433,2353325,tba,Relevant
2434,6382950,tba,Not Relevant
2435,17318022,tba,Not Relevant
2436,29948492,tba,Not Relevant
2437,3806601,tba,Not Relevant
2438,2098520,tba,Not Relevant
2439,9452221,tba,Not Relevant
2440,6838235,tba,Not Relevant
2441,7662501,tba,Not Relevant
2442,6436365,tba,Not Relevant
2443,30208518,tba,Not Relevant
2444,10745281,tba,Not Relevant
2445,9572913,tba,Not Relevant
2446,7093907,tba,Not Relevant
2447,1943832,tba,Not Relevant
2448,18408137,tba,Not Relevant
2449,24362330,tba,Not Relevant
2450,4423999,tba,Not Relevant
2451,28585177,tba,Relevant
2452,8546439,tba,Not Relevant
2453,8930779,tba,Relevant
2454,3359216,tba,Not Relevant
2455,16100679,tba,Not Relevant
2456,29909416,tba,Not Relevant
2457,26956592,tba,Relevant
2458,29844208,tba,Not Relevant
2459,16995327,tba,Relevant
2460,5477259,tba,Relevant
2461,9248767,tba,Relevant
2462,8032155,tba,Not Relevant
2463,5492217,tba,Not Relevant
2464,2897058,tba,Not Relevant
2465,1848349,tba,Not Relevant
2466,7390653,tba,Not Relevant
2467,8953815,tba,Not Relevant
2468,2582539,tba,Not Relevant
2469,3463410,tba,Not Relevant
2470,25152243,tba,Relevant
2471,30214302,tba,Not Relevant
2472,14703194,tba,Not Relevant
2473,23253428,tba,Not Relevant
2474,23881042,tba,Not Relevant
2475,11513124,tba,Not Relevant
2476,16443632,tba,Not Relevant
2477,28917923,tba,Not Relevant
2478,15992367,tba,Not Relevant
2479,12397367,tba,Not Relevant
2480,11050293,tba,Not Relevant
2481,22975500,tba,Not Relevant
2482,3240451,tba,Not Relevant
2483,2353935,tba,Not Relevant
2484,7623757,tba,Not Relevant
2485,3130980,tba,Not Relevant
2486,24026957,tba,Not Relevant
2487,8437106,tba,Not Relevant
2488,23243948,tba,Not Relevant
2489,30138519,tba,Not Relevant
2490,13129923,tba,Not Relevant
2491,15684491,tba,Relevant
2492,1652416,tba,Relevant
2493,6620186,tba,Not Relevant
2494,22975967,tba,Not Relevant
2495,9068940,tba,Not Relevant
2496,3367617,tba,Relevant
2497,3278442,tba,Not Relevant
2498,16824729,tba,Not Relevant
2499,1885709,tba,Not Relevant
2500,21507814,tba,Not Relevant
2501,367107,tba,Not Relevant
2502,5735621,tba,Not Relevant
2503,26546947,tba,Relevant
2504,18059051,tba,Relevant
2505,8644462,tba,Not Relevant
2506,10634921,tba,Not Relevant
2507,6178075,tba,Not Relevant
2508,17006844,tba,Not Relevant
2509,27957743,tba,Relevant
2510,28590019,tba,Not Relevant
2511,11672755,tba,Relevant
2512,18378563,tba,Relevant
2513,25871865,tba,Not Relevant
2514,14191591,tba,Not Relevant
2515,25616737,tba,Not Relevant
2516,14727972,tba,Not Relevant
2517,26306754,tba,Not Relevant
2518,24424304,tba,Not Relevant
2519,20068064,tba,Not Relevant
2520,24603244,tba,Not Relevant
2521,84852,tba,Not Relevant
2522,23380426,tba,Relevant
2523,2568405,tba,Not Relevant
2524,3578520,tba,Not Relevant
2525,24625764,tba,Not Relevant
2526,11152017,tba,Not Relevant
2527,26825378,tba,Not Relevant
2528,5658992,tba,Not Relevant
2529,12878416,tba,Not Relevant
2530,8786978,tba,Relevant
2531,7738811,tba,Not Relevant
2532,6715563,tba,Relevant
2533,3618793,tba,Not Relevant
2534,30063978,tba,Not Relevant
2535,24825249,tba,Not Relevant
2536,10359412,tba,Not Relevant
2537,3606058,tba,Relevant
2538,12113063,tba,Not Relevant
2539,17942285,tba,Relevant
2540,22537561,tba,Not Relevant
2541,6697677,tba,Relevant
2542,17101985,tba,Not Relevant
2543,3148670,tba,Relevant
2544,14762081,tba,Not Relevant
2545,8469782,tba,Not Relevant
2546,2377947,tba,Not Relevant
2547,5442215,tba,Not Relevant
2548,19084873,tba,Not Relevant
2549,21222187,tba,Not Relevant
2550,1905350,tba,Not Relevant
2551,25657337,tba,Relevant
2552,7573412,tba,Not Relevant
2553,21094153,tba,Not Relevant
2554,7599006,tba,Not Relevant
2555,5353724,tba,Not Relevant
2556,23623399,tba,Not Relevant
2557,26586461,tba,Not Relevant
2558,29325818,tba,Not Relevant
2559,30247811,tba,Not Relevant
2560,9096096,tba,Not Relevant
2561,29448183,tba,Not Relevant
2562,7452492,tba,Relevant
2563,1800465,tba,Not Relevant
2564,23370356,tba,Not Relevant
2565,24786603,tba,Relevant
2566,16890576,tba,Not Relevant
2567,20811132,tba,Not Relevant
2568,8338131,tba,Not Relevant
2569,8147566,tba,Not Relevant
2570,10820645,tba,Not Relevant
2571,8872714,tba,Not Relevant
2572,11744613,tba,Relevant
2573,28683216,tba,Not Relevant
2574,21807883,tba,Relevant
2575,27726640,tba,Not Relevant
2576,21812421,tba,Not Relevant
2577,4756882,tba,Not Relevant
2578,27126326,tba,Not Relevant
2579,5986191,tba,Not Relevant
2580,24900480,tba,Relevant
2581,2721604,tba,Relevant
2582,23451103,tba,Not Relevant
2583,27120177,tba,Relevant
2584,13970425,tba,Not Relevant
2585,20576405,tba,Not Relevant
2586,16173558,tba,Not Relevant
2587,9757014,tba,Not Relevant
2588,9751420,tba,Not Relevant
2589,26661202,tba,Not Relevant
